Campaign Number,Name,Start Date-TBD,Start Date,End Date-TBD,End Date,CampaignDuration,Channel,Client,Address,Email,Phone,Contact,Audience,Audience-Age,Demographic,Location,Views,Likes,Clicks,Conversions,Expense,Executive
726,Campaign 726,2023-05-18 00:00:00,2023-05-18,2023-06-12 00:00:00,2023-06-12,25,YouTube,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Adults 20-39,20-39,Young-Adults<40,Europe,58833,1927,2668,192,29380.91,Aaron Faulkner
727,Campaign 727,2023-09-04 00:00:00,2023-09-04,2023-09-22 00:00:00,2023-09-22,18,TikTok,Jimenez and Sons,"8451 Walter Fords Apt. 737, South Danielchester, CT 12719-1372",amartinez@oconnell.com,405-164-0984x570,Justin Cole,Female 40-60,40-60,Middle-Aged Adults<60,USA,52849,4586,236,670,9068.53,Jesus Rivera
728,Campaign 728,2023-12-12 00:00:00,2023-12-12,2023-12-22 00:00:00,2023-12-22,10,Instagram,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Female 60+,60+,Seniors>60,Australia,89917,2281,3522,278,37968.66,Jesus Rivera
729,Campaign 729,2023-03-14 00:00:00,2023-03-14,2023-04-12 00:00:00,2023-04-12,29,Facebook,Riley PLC,"699 Anderson Glen, Parkerside, AZ 15616-1374",jennifer09@york.org,653.689.1510,Gary Reed,Male 40-60,40-60,Middle-Aged Adults<60,USA,63443,347,4935,648,5408.27,Kyle Serrano
730,Campaign 730,2023-05-29 00:00:00,2023-05-29,2023-06-24 00:00:00,2023-06-24,26,Email,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Female 20-39,20-39,Young-Adults<40,Australia,11071,3916,1264,522,46658.64,Jesus Rivera
731,Campaign 731,2023-03-18 00:00:00,2023-03-18,2023-04-05 00:00:00,2023-04-05,18,TikTok,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Male 40-60,40-60,Middle-Aged Adults<60,LATAM,6346,5909,4752,943,11691.85,Brandon Townsend Jr.
732,Campaign 732,2023-02-18 00:00:00,2023-02-18,2023-02-24 00:00:00,2023-02-24,6,TikTok,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Seniors 60+,60+,Seniors>60,LATAM,41486,7814,2925,285,25239.37,Melissa Haynes
733,Campaign 733,2023-09-08 00:00:00,2023-09-08,2023-10-03 00:00:00,2023-10-03,25,YouTube,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Female 40-60,40-60,Middle-Aged Adults<60,Japan,45170,151,3997,603,2468.22,Jesus Rivera
734,Campaign 734,2023-12-12 00:00:00,2023-12-12,2024-01-01 00:00:00,2024-01-01,20,Email,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Adults 20-39,20-39,Young-Adults<40,Canada,57486,1723,1935,430,45511.99,Kyle Serrano
735,Campaign 735,2023-06-17 00:00:00,2023-06-17,2023-07-17 00:00:00,2023-07-17,30,YouTube,"Ruiz, Cox and Meyer","5058 Frank Locks, Blackmouth, MI 07896",vjohnson@yahoo.com,+48(7)5323908871,Anne Davis,Seniors 60+,60+,Seniors>60,USA,30597,3511,3277,214,23225.69,Aaron Faulkner
736,Campaign 736,2023-03-02 00:00:00,2023-03-02,2023-03-12 00:00:00,2023-03-12,10,YouTube,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Adults 40-60,40-60,Middle-Aged Adults<60,LATAM,33344,4245,4003,787,22087.12,Michael Camacho
737,Campaign 737,2023-07-27 00:00:00,2023-07-27,2023-08-20 00:00:00,2023-08-20,24,YouTube,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Female 60+,60+,Seniors>60,USA,79240,3946,4626,754,15375.15,Jesus Rivera
738,Campaign 738,2023-11-23 00:00:00,2023-11-23,2023-12-21 00:00:00,2023-12-21,28,Instagram,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,+55(8)0039387927,Christine Barnes,Male 20-39,20-39,Young-Adults<40,Australia,61638,4876,2734,633,8080.11,Thomas Ryan
739,Campaign 739,2023-02-08 00:00:00,2023-02-08,2023-02-26 00:00:00,2023-02-26,18,Instagram,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 60+,60+,Seniors>60,LATAM,73821,2101,4534,227,16789.66,Thomas Ryan
740,Campaign 740,2023-07-07 00:00:00,2023-07-07,2023-07-24 00:00:00,2023-07-24,17,Instagram,Roberts-Brown,"725 Peter Lights Apt. 639, South Janet, WV 83873-6339",nguyendustin@gmail.com,(625)918-8416x213,Samantha Hudson,Adults 20-39,20-39,Young-Adults<40,India,64390,4275,3299,61,25802.69,Thomas Ryan
741,Campaign 741,2023-12-13 00:00:00,2023-12-13,2024-01-08 00:00:00,2024-01-08,26,Facebook,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Female 40-60,40-60,Middle-Aged Adults<60,Japan,89940,6464,4095,903,2045.18,Becky Brown
742,Campaign 742,2023-10-08 00:00:00,2023-10-08,2023-10-26 00:00:00,2023-10-26,18,YouTube,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Female 60+,60+,Seniors>60,Europe,80976,9094,644,610,34104.78,Lauren Riggs
743,Campaign 743,2023-09-10 00:00:00,2023-09-10,2023-09-25 00:00:00,2023-09-25,15,TikTok,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Adults 20-39,20-39,Young-Adults<40,Canada,53233,1240,2489,656,15346.75,Wesley Simon
744,Campaign 744,2023-08-29 00:00:00,2023-08-29,2023-09-21 00:00:00,2023-09-21,23,Instagram,Lewis PLC,"621 Woodard Manors Apt. 208, Port Amy, ME 05157-2612",beth20@gmail.com,(382)505-1266,Diana Love,Teens 13-19,13-19,Teens<20,LATAM,93909,8933,156,972,13840.48,Thomas Ryan
745,Campaign 745,2023-06-03 00:00:00,2023-06-03,2023-06-10 00:00:00,2023-06-10,7,Facebook,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Female 60+,60+,Seniors>60,UK,98390,2832,140,244,22545.15,Brandon Townsend Jr.
746,Campaign 746,2023-04-08 00:00:00,2023-04-08,2023-04-30 00:00:00,2023-04-30,22,Instagram,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Teens 13-19,13-19,Teens<20,LATAM,71266,5846,1306,304,41696.15,Thomas Ryan
747,Campaign 747,2023-04-25 00:00:00,2023-04-25,2023-05-18 00:00:00,2023-05-18,23,Instagram,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,+61(8)2418484012,Julia Moore,Male 40-60,40-60,Middle-Aged Adults<60,LATAM,13318,3763,1383,653,33216.65,Thomas Ryan
748,Campaign 748,2023-09-01 00:00:00,2023-09-01,2023-09-05 00:00:00,2023-09-05,4,YouTube,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,+55(8)0039387927,Christine Barnes,Female 60+,60+,Seniors>60,Canada,56947,3454,1009,257,45811.16,Thomas Ryan
749,Campaign 749,2023-06-20 00:00:00,2023-06-20,2023-07-03 00:00:00,2023-07-03,13,Facebook,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Female 20-39,20-39,Young-Adults<40,Australia,29177,2965,2867,178,40410.97,Jesus Rivera
750,Campaign 750,2023-08-27 00:00:00,2023-08-27,2023-09-09 00:00:00,2023-09-09,13,TikTok,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Male 60+,60+,Seniors>60,USA,34537,6655,4507,70,18256.07,Jesus Rivera
751,Campaign 751,2023-06-12 00:00:00,2023-06-12,2023-07-03 00:00:00,2023-07-03,21,Instagram,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Female 20-39,20-39,Young-Adults<40,India,21267,5640,4575,219,4454.77,Jesus Rivera
752,Campaign 752,2023-01-23 00:00:00,2023-01-23,2023-02-10 00:00:00,2023-02-10,18,Facebook,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Seniors 60+,60+,Seniors>60,LATAM,69018,7117,2335,53,16919.98,Thomas Ryan
753,Campaign 753,2023-02-05 00:00:00,2023-02-05,2023-03-03 00:00:00,2023-03-03,26,Email,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Adults 40-60,40-60,Middle-Aged Adults<60,UK,15799,3437,2047,215,15074.95,Jesus Rivera
754,Campaign 754,2023-10-03 00:00:00,2023-10-03,2023-10-28 00:00:00,2023-10-28,25,Facebook,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Male 40-60,40-60,Middle-Aged Adults<60,Australia,30804,3130,2790,534,35795.66,Jesus Rivera
755,Campaign 755,2023-11-26 00:00:00,2023-11-26,2023-12-16 00:00:00,2023-12-16,20,YouTube,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Male 20-39,20-39,Young-Adults<40,Europe,46011,4350,214,92,45635.75,Aaron Faulkner
756,Campaign 756,2023-04-01 00:00:00,2023-04-01,2023-04-12 00:00:00,2023-04-12,11,YouTube,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Adults 40-60,40-60,Middle-Aged Adults<60,UK,82658,5137,4259,414,48384.07,Brandon Townsend Jr.
757,Campaign 757,2023-01-14 00:00:00,2023-01-14,2023-01-30 00:00:00,2023-01-30,16,Facebook,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,+61(8)2418484012,Julia Moore,Seniors 60+,60+,Seniors>60,Europe,46430,3477,2674,982,3928.46,Thomas Ryan
758,Campaign 758,2023-06-25 00:00:00,2023-06-25,2023-06-29 00:00:00,2023-06-29,4,Instagram,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 20-39,20-39,Young-Adults<40,Australia,61248,9357,1883,708,559.99,Thomas Ryan
759,Campaign 759,2023-08-14 00:00:00,2023-08-14,2023-08-27 00:00:00,2023-08-27,13,Email,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Adults 40-60,40-60,Middle-Aged Adults<60,Australia,44770,4629,449,10,5754.61,Jesus Rivera
760,Campaign 760,2023-08-26 00:00:00,2023-08-26,2023-08-30 00:00:00,2023-08-30,4,Facebook,Edwards-Hoover,"86879 Carol Cove, North Evanton, MT 25565",bryantmichelle@rocha.com,941.072.1871x24451,Erika Owens,Female 40-60,40-60,Middle-Aged Adults<60,Japan,75845,4802,4296,490,17746.64,Melissa Haynes
761,Campaign 761,2023-04-13 00:00:00,2023-04-13,2023-04-28 00:00:00,2023-04-28,15,Facebook,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Adults 40-60,40-60,Middle-Aged Adults<60,Europe,24688,2505,4693,690,14095.14,Thomas Ryan
762,Campaign 762,2023-01-13 00:00:00,2023-01-13,2023-02-07 00:00:00,2023-02-07,25,TikTok,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,+61(8)2418484012,Julia Moore,Female 60+,60+,Seniors>60,LATAM,5833,360,3769,84,33506.1,Thomas Ryan
763,Campaign 763,2023-03-29 00:00:00,2023-03-29,2023-04-15 00:00:00,2023-04-15,17,Facebook,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Male 40-60,40-60,Middle-Aged Adults<60,India,42567,6238,3141,854,24364.31,Melissa Haynes
764,Campaign 764,2023-01-25 00:00:00,2023-01-25,2023-02-11 00:00:00,2023-02-11,17,TikTok,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Female 60+,60+,Seniors>60,Australia,88591,2882,115,482,48335.51,Aaron Faulkner
765,Campaign 765,2023-04-25 00:00:00,2023-04-25,2023-04-27 00:00:00,2023-04-27,2,Instagram,Harmon Inc,"3532 Carla Spurs Suite 631, East Susanside, VA 63110-6508",steven77@miller.com,1-293-472-4144x72086,Heidi Black,Adults 40-60,40-60,Middle-Aged Adults<60,Canada,64682,550,1743,543,35204.31,Kyle Serrano
766,Campaign 766,2023-05-27 00:00:00,2023-05-27,2023-06-26 00:00:00,2023-06-26,30,TikTok,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Male 60+,60+,Seniors>60,Japan,45614,387,4368,270,26224.71,Brandon Townsend Jr.
767,Campaign 767,2023-05-02 00:00:00,2023-05-02,2023-05-16 00:00:00,2023-05-16,14,Facebook,"Hernandez, Keller and Berry","Unit 2637 Box 1240, DPO AE 48178",mary90@yahoo.com,(203)315-6167,Kristin Carson,Female 40-60,40-60,Middle-Aged Adults<60,USA,76723,2040,2926,722,8493.35,Thomas Ryan
768,Campaign 768,2023-10-14 00:00:00,2023-10-14,2023-10-16 00:00:00,2023-10-16,2,Instagram,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Teens 13-19,13-19,Teens<20,UK,41110,799,3358,298,26486.07,Melissa Haynes
769,Campaign 769,2023-03-13 00:00:00,2023-03-13,2023-03-24 00:00:00,2023-03-24,11,Instagram,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Male 40-60,40-60,Middle-Aged Adults<60,LATAM,88879,155,1427,725,40028.78,Lauren Riggs
770,Campaign 770,2023-07-17 00:00:00,2023-07-17,2023-07-29 00:00:00,2023-07-29,12,YouTube,Jackson Inc,"96299 Miller Spur, Jensenfurt, CA 97794-3156",jeremy09@yahoo.com,557-670-7467x238,Karen Rivers,Adults 40-60,40-60,Middle-Aged Adults<60,Japan,85108,5986,3548,812,26333.81,Thomas Ryan
771,Campaign 771,2023-12-27 00:00:00,2023-12-27,2024-01-10 00:00:00,2024-01-10,14,YouTube,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,+35(5)1561435486,Dr. David Glass Jr.,Male 60+,60+,Seniors>60,Australia,23016,7458,1991,898,13060.69,Melissa Haynes
772,Campaign 772,2023-10-16 00:00:00,2023-10-16,2023-10-21 00:00:00,2023-10-21,5,Instagram,Reed-Johnson,"01161 Mcintyre Burg, Robinsonport, CO 51964",stacy50@bates-martin.com,152-232-1350x6854,John Terrell,Teens 13-19,13-19,Teens<20,UK,40271,6298,1757,820,39602.8,Becky Brown
773,Campaign 773,2023-03-15 00:00:00,2023-03-15,2023-03-30 00:00:00,2023-03-30,15,TikTok,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Male 20-39,20-39,Young-Adults<40,Canada,25789,2637,932,321,16102.7,Jesus Rivera
774,Campaign 774,2023-04-26 00:00:00,2023-04-26,2023-05-21 00:00:00,2023-05-21,25,TikTok,Hernandez Inc,"9452 Amber Mills, Lopezville, NV 94038-0838",uhansen@livingston.com,1-519-470-8931x1832,Traci Holden,Female 60+,60+,Seniors>60,LATAM,79397,9217,2441,62,10056.92,Melissa Haynes
775,Campaign 775,2023-06-04 00:00:00,2023-06-04,2023-06-05 00:00:00,2023-06-05,1,Instagram,"Russell, Wilson and Rogers","27907 Deborah Hill Suite 235, Abigailbury, CO 58408",michael78@yahoo.com,(995)213-6315,Michael Howard,Female 40-60,40-60,Middle-Aged Adults<60,Australia,74420,7133,4124,696,11759.87,Thomas Ryan
776,Campaign 776,2023-10-05 00:00:00,2023-10-05,2023-10-27 00:00:00,2023-10-27,22,TikTok,"Noble, Mcneil and Cooper","36911 Gay Streets Suite 795, Brentmouth, LA 62951-4782",sarahparks@yahoo.com,356-608-6335x0070,Mark Garcia,Adults 20-39,20-39,Young-Adults<40,Canada,25765,5815,1302,350,22077.27,Wesley Simon
777,Campaign 777,2023-11-08 00:00:00,2023-11-08,2023-12-05 00:00:00,2023-12-05,27,Instagram,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Adults 40-60,40-60,Middle-Aged Adults<60,Japan,35189,7969,1611,901,20224.06,Michael Camacho
778,Campaign 778,2023-10-29 00:00:00,2023-10-29,2023-11-13 00:00:00,2023-11-13,15,TikTok,"Bush, Mendez and Smith","791 Darryl Squares Suite 934, Holdenport, OH 41129-2197",churchtimothy@yahoo.com,+32(5)3375294169,Patrick Williams,Female 20-39,20-39,Young-Adults<40,India,44867,5773,2382,593,24009.95,Brandon Townsend Jr.
779,Campaign 779,2023-03-15 00:00:00,2023-03-15,2023-04-12 00:00:00,2023-04-12,28,YouTube,"Fox, Carter and Cunningham","99919 Michelle Green Apt. 424, West Hannah, KY 63482-6699",bradymcclain@hotmail.com,1172175730,Andre Manning,Adults 40-60,40-60,Middle-Aged Adults<60,India,7496,7818,1748,857,43895.38,Brandon Townsend Jr.
780,Campaign 780,2023-08-24 00:00:00,2023-08-24,2023-09-03 00:00:00,2023-09-03,10,TikTok,Reed-Johnson,"01161 Mcintyre Burg, Robinsonport, CO 51964",stacy50@bates-martin.com,152-232-1350x6854,John Terrell,Adults 40-60,40-60,Middle-Aged Adults<60,India,82465,1490,4815,983,1759.67,Becky Brown
781,Campaign 781,2023-03-08 00:00:00,2023-03-08,2023-04-03 00:00:00,2023-04-03,26,YouTube,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Adults 20-39,20-39,Young-Adults<40,USA,23245,3719,806,498,48705.66,Lauren Riggs
782,Campaign 782,2023-08-28 00:00:00,2023-08-28,2023-09-21 00:00:00,2023-09-21,24,TikTok,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Male 20-39,20-39,Young-Adults<40,USA,80911,4141,1516,172,26373.84,Lauren Riggs
783,Campaign 783,2023-10-29 00:00:00,2023-10-29,2023-11-12 00:00:00,2023-11-12,14,Instagram,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Teens 13-19,13-19,Teens<20,UK,56882,976,4058,130,26337.7,Aaron Faulkner
784,Campaign 784,2023-08-13 00:00:00,2023-08-13,2023-08-24 00:00:00,2023-08-24,11,Facebook,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Female 60+,60+,Seniors>60,Japan,97272,4580,4225,470,47279.17,Melissa Haynes
785,Campaign 785,2023-01-08 00:00:00,2023-01-08,2023-02-02 00:00:00,2023-02-02,25,Email,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Adults 40-60,40-60,Middle-Aged Adults<60,Canada,62837,8418,2255,569,45109.32,Brandon Townsend Jr.
786,Campaign 786,2023-08-11 00:00:00,2023-08-11,2023-08-21 00:00:00,2023-08-21,10,Instagram,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Adults 40-60,40-60,Middle-Aged Adults<60,UK,30163,1510,3037,429,11147.66,Brandon Townsend Jr.
787,Campaign 787,2023-07-25 00:00:00,2023-07-25,2023-07-30 00:00:00,2023-07-30,5,YouTube,Reyes-Rios,"49937 Christopher Unions, Gutierrezmouth, MI 13751-5785",cunninghamjerry@gmail.com,1-463-956-5944x00079,Eric Davis,Male 60+,60+,Seniors>60,Australia,94708,2586,331,656,41274.42,Wesley Simon
788,Campaign 788,2023-10-04 00:00:00,2023-10-04,2023-10-06 00:00:00,2023-10-06,2,TikTok,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Teens 13-19,13-19,Teens<20,Australia,58272,627,1506,646,17828.55,Wesley Simon
789,Campaign 789,2023-05-21 00:00:00,2023-05-21,2023-06-04 00:00:00,2023-06-04,14,TikTok,"Parker, Velasquez and Dixon","33302 Fuller Lakes, West Christopher, MH 17095",hutchinsonmary@gmail.com,+47(0)4867194830,Brian George,Adults 40-60,40-60,Middle-Aged Adults<60,UK,40724,2865,2240,252,10388.09,Aaron Faulkner
790,Campaign 790,2023-08-29 00:00:00,2023-08-29,2023-09-13 00:00:00,2023-09-13,15,Email,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Female 60+,60+,Seniors>60,Australia,17486,4370,1581,331,9872.39,Brandon Townsend Jr.
791,Campaign 791,2023-06-04 00:00:00,2023-06-04,2023-06-21 00:00:00,2023-06-21,17,TikTok,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Adults 20-39,20-39,Young-Adults<40,Australia,68615,7809,4508,877,49861.53,Jesus Rivera
792,Campaign 792,2023-01-23 00:00:00,2023-01-23,2023-02-02 00:00:00,2023-02-02,10,Email,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Female 20-39,20-39,Young-Adults<40,Australia,26909,4668,3847,713,14532.15,Melissa Haynes
793,Campaign 793,2023-01-22 00:00:00,2023-01-22,2023-02-20 00:00:00,2023-02-20,29,TikTok,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Teens 13-19,13-19,Teens<20,Australia,6360,7701,3086,689,33424,Melissa Haynes
794,Campaign 794,2023-09-18 00:00:00,2023-09-18,2023-10-16 00:00:00,2023-10-16,28,YouTube,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Adults 20-39,20-39,Young-Adults<40,LATAM,70926,5011,3520,26,45219.55,Aaron Faulkner
795,Campaign 795,2023-10-11 00:00:00,2023-10-11,2023-10-28 00:00:00,2023-10-28,17,Email,"Parker, Velasquez and Dixon","33302 Fuller Lakes, West Christopher, MH 17095",hutchinsonmary@gmail.com,+47(0)4867194830,Brian George,Male 60+,60+,Seniors>60,Japan,27486,8677,1001,664,47045.79,Aaron Faulkner
796,Campaign 796,2023-09-17 00:00:00,2023-09-17,2023-09-21 00:00:00,2023-09-21,4,Instagram,Cunningham-Little,"Unit 5043 Box 8770, DPO AP 84852",christopher51@watson.net,1-113-299-8248x6225,Stephanie Fernandez,Female 40-60,40-60,Middle-Aged Adults<60,Europe,88672,3758,1721,112,15921.72,Becky Brown
797,Campaign 797,2023-04-20 00:00:00,2023-04-20,2023-05-16 00:00:00,2023-05-16,26,Facebook,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Female 40-60,40-60,Middle-Aged Adults<60,India,49080,5882,342,205,11987.73,Jesus Rivera
798,Campaign 798,2023-07-05 00:00:00,2023-07-05,2023-08-04 00:00:00,2023-08-04,30,Instagram,"Russell, Wilson and Rogers","27907 Deborah Hill Suite 235, Abigailbury, CO 58408",michael78@yahoo.com,(995)213-6315,Michael Howard,Female 60+,60+,Seniors>60,India,73154,6775,4143,980,39831.14,Thomas Ryan
799,Campaign 799,2023-12-18 00:00:00,2023-12-18,2024-01-10 00:00:00,2024-01-10,23,Instagram,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Seniors 60+,60+,Seniors>60,Japan,82746,9457,3330,262,23276.85,Jesus Rivera
800,Campaign 800,2023-11-12 00:00:00,2023-11-12,2023-12-01 00:00:00,2023-12-01,19,Instagram,Edwards-Hoover,"86879 Carol Cove, North Evanton, MT 25565",bryantmichelle@rocha.com,941.072.1871x24451,Erika Owens,Seniors 60+,60+,Seniors>60,Europe,4221,5135,4950,623,18165.23,Melissa Haynes
801,Campaign 801,2023-05-31 00:00:00,2023-05-31,2023-06-27 00:00:00,2023-06-27,27,Facebook,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Adults 40-60,40-60,Middle-Aged Adults<60,UK,95035,5137,4657,496,43676.03,Lauren Riggs
802,Campaign 802,2023-08-06 00:00:00,2023-08-06,2023-09-03 00:00:00,2023-09-03,28,Facebook,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Female 60+,60+,Seniors>60,Europe,30527,2638,1024,514,30502.1,Thomas Ryan
803,Campaign 803,2023-12-19 00:00:00,2023-12-19,2024-01-17 00:00:00,2024-01-17,29,Instagram,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Male 60+,60+,Seniors>60,Japan,87591,7669,821,315,35480.35,Wesley Simon
804,Campaign 804,2023-12-16 00:00:00,2023-12-16,2023-12-20 00:00:00,2023-12-20,4,Facebook,"Noble, Mcneil and Cooper","36911 Gay Streets Suite 795, Brentmouth, LA 62951-4782",sarahparks@yahoo.com,356-608-6335x0070,Mark Garcia,Male 40-60,40-60,Middle-Aged Adults<60,Japan,32615,3765,2117,25,3917.52,Wesley Simon
